VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Electric Utility,2020 Census Tract,Vehicle Location Lat,Vehicle Location Lon
5YJXCBE45L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,48.0,198716024,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,47.61385,-122.2019
5YJ3E1EB8K,Snohomish,Edmonds,WA,98026.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21.0,477706729,PUGET SOUND ENERGY INC,53061050404.0,47.80372,-122.33568
5YJ3E1EA7M,King,Kirkland,WA,98033.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,186212673,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0,47.6785,-122.2026
7SAYGDEE6P,Thurston,Olympia,WA,98501.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,238894442,PUGET SOUND ENERGY INC,53067011722.0,47.043535,-122.8969
5YJ3E1EA2J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41.0,346437262,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.0,47.571015,-122.1693
5YJ3E1EB4J,King,Shoreline,WA,98133.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32.0,474179282,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020900.0,47.76726,-122.3458
1N4AZ0CP0D,Snohomish,Granite Falls,WA,98252.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,39.0,149452019,PUGET SOUND ENERGY INC,53061053604.0,48.08334,-121.9699
JA4T5UA96P,King,Shoreline,WA,98155.0,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,32.0,224395643,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500.0,47.7578146,-122.317
1G1RD6E49F,Pierce,Tacoma,WA,98422.0,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,27.0,253888421,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940001.0,47.28971,-122.3857
5YJ3E1EAXP,King,North Bend,WA,98045.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,255149905,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032706.0,47.4935316,-121.781401
WA1AAAGE3N,San Juan,Eastsound,WA,98245.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,207314040,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960102.0,48.7016716,-122.90722
5YJSA1H13E,King,Kirkland,WA,98034.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45.0,184591088,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905.0,47.71124,-122.20928
1G1FY6S05L,King,Bellevue,WA,98008.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,48.0,256277220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.0,47.6245,-122.1183
7SAYGDED3P,King,Bellevue,WA,98006.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,259081819,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0,47.571015,-122.1693
50EA1DAAXN,Island,Coupeville,WA,98239.0,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,193102829,PUGET SOUND ENERGY INC,53029971000.0,48.2179983,-122.68807
5YJ3E1EB5L,King,Seattle,WA,98115.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,43.0,9726874,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.0,47.67949,-122.318
1G1RH6E46D,King,Shoreline,WA,98155.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,32.0,191292349,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600.0,47.7578146,-122.317
7SAYGDEE6P,King,Bothell,WA,98011.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,232749009,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905.0,47.762405,-122.2057
7SAYGDEEXP,King,Kenmore,WA,98028.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,244377920,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.0,47.7617128,-122.250474
1C4RJYB65P,King,Lake Forest Park,WA,98155.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,46.0,236314767,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300.0,47.7578146,-122.317
JTDKARFP2H,King,Bellevue,WA,98007.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,48.0,165954512,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0,47.599975,-122.14738
5YJ3E1EB4K,Spokane,Spokane,WA,99223.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,6.0,477627167,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063013401.0,47.62637,-117.3697
3FMTK3SU5N,Clark,Ridgefield,WA,98642.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17.0,227131838,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412.0,45.818445,-122.7429
1G1FZ6S09P,King,Bellevue,WA,98008.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,253905165,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0,47.6245,-122.1183
KM8KRDAF8P,King,Seattle,WA,98107.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,255003654,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004702.0,47.66866,-122.3781
1N4AZ0CP5F,Pierce,University Place,WA,98466.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,28.0,138924215,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309.0,47.231645,-122.53756
WA1E2AFY3P,King,Kirkland,WA,98033.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,48.0,241325290,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0,47.6785,-122.2026
JN1AZ0CP6C,Whatcom,Bellingham,WA,98226.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,40.0,161710027,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804.0,48.76809,-122.4549
7SAYGDEEXP,King,Renton,WA,98056.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,237917193,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201.0,47.500055,-122.1805
7SAYGDEE1P,Pierce,University Place,WA,98467.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,252740687,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072315.0,47.2074166,-122.540451
7SAYGDEF2P,Pierce,Parkland,WA,98446.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,29.0,254664462,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071412.0,47.096645,-122.37747
5YJYGDEE9M,King,Tukwila,WA,98168.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,235273727,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033028200.0,47.476,-122.28646
JTMABABA4P,King,Bothell,WA,98011.0,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,229672992,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0,47.762405,-122.2057
1N4AZ0CP0F,King,Seattle,WA,98115.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46.0,117760261,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.0,47.67949,-122.318
5YJ3E1EBXL,Chelan,Chelan,WA,98816.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,12.0,124022020,PUD NO 1 OF CHELAN COUNTY,53007960302.0,47.839895,-120.01587
1V2WNPE88P,Snohomish,Edmonds,WA,98026.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,244174738,PUGET SOUND ENERGY INC,53061050800.0,47.80372,-122.33568
1N4AZ1CP2J,King,Kirkland,WA,98033.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,45.0,278759638,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0,47.6785,-122.2026
7SAYGAEE6N,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,187087064,PUGET SOUND ENERGY INC,53061052009.0,47.820245,-122.187
YV4H60CL6N,Whatcom,Bellingham,WA,98226.0,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,42.0,205543579,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010702.0,48.76809,-122.4549
1N4AZ1BV6N,King,Kirkland,WA,98034.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,193979446,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0,47.71124,-122.20928
1N4AZ0CP2F,Snohomish,Everett,WA,98203.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38.0,221469615,PUGET SOUND ENERGY INC,53061040900.0,47.95479,-122.2131
1G1FZ6S05L,King,Auburn,WA,98002.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,31.0,166174123,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030802.0,47.305065,-122.22285
7SAYGDEEXP,King,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,253329688,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,47.67668,-122.123
2C4RC1H74J,King,Seattle,WA,98104.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,37.0,124483124,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0,47.6018,-122.32907
7SAYGDEE2P,Snohomish,Monroe,WA,98272.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39.0,241539014,PUGET SOUND ENERGY INC,53061052206.0,47.85674,-121.97221
7PDSGABL4P,King,Bellevue,WA,98004.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,233875883,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0,47.61385,-122.2019
1N4AZ1CV3M,Clark,Vancouver,WA,98660.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49.0,166881256,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042100.0,45.630465,-122.67597
7SAYGDEF0N,Clark,Vancouver,WA,98684.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17.0,219478143,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319.0,45.6228,-122.5169
1N4AZ1CV7M,Cowlitz,Castle Rock,WA,98611.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20.0,255155659,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015002003.0,46.2744,-122.9077
5YJXCDE27J,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44.0,349906609,PUGET SOUND ENERGY INC,53061052010.0,47.820245,-122.187
7SAYGAEE1P,King,Kirkland,WA,98034.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,238620028,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0,47.71124,-122.20928
1G1RB6S56H,Island,Oak Harbor,WA,98277.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,10.0,349830176,PUGET SOUND ENERGY INC,53029970100.0,48.2897314,-122.678867
4JGGM1CB0P,King,Seattle,WA,98134.0,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,249912071,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0,47.57981,-122.32981
7SAYGDEE0N,Snohomish,Edmonds,WA,98026.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,216684779,PUGET SOUND ENERGY INC,53061050300.0,47.80372,-122.33568
5YJSA1H16F,King,Mercer Island,WA,98040.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,41.0,152220589,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302.0,47.582905,-122.237754
KNDC4DLC1P,Clark,Camas,WA,98607.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,229532838,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610.0,45.59009,-122.40556
WDC0G5EB7K,King,Kent,WA,98042.0,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,47.0,262396627,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800.0,47.36078,-122.11162
1FTVW1EL7P,King,Redmond,WA,98052.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,258071341,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0,47.67668,-122.123
WVGUNPE22M,King,Redmond,WA,98052.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,187507470,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605.0,47.67668,-122.123
JN1AZ0CP5B,King,Redmond,WA,98052.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,48.0,221511090,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0,47.67668,-122.123
WA1LAAGE0K,Pierce,Lakewood,WA,98498.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,28.0,254808872,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072112.0,47.176685,-122.54764
WVGUNPE28M,Kitsap,Hansville,WA,98340.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23.0,200779771,PUGET SOUND ENERGY INC,53035090102.0,47.903975,-122.5778
